,id
11944,16322800
11945,15885780
11946,9839899
11947,7366150
11948,10118681
11949,4220503
11950,12478052
11951,9703699
11952,7759531
11953,550805
11954,15476082
11955,14931488
11956,16271023
11957,812909
11958,7890845
11959,157536
11960,3696570
11961,16279545
11962,2648080
11963,4483101
11964,288856
11965,13658358
11966,13920577
11967,1468738
11968,6960947
11969,8922690
11970,7760214
11971,534109
11972,15738472
11973,12216817
11974,15231599
11975,7891685
11976,8415990
11977,78892
11978,4736984
11979,8398577
11980,538521
11981,13907937
11982,16935958
11983,814112
11984,16716296
11985,14509932
11986,7498911
11987,14445776
11988,13526914
11989,8319711
11990,16398417
11991,15234076
11992,7560171
11993,14446124
11994,13530139
11995,6572179
11996,5402348
11997,8403125
11998,11102169
11999,1732522
12000,1208247
12001,6310108
12002,12743718
12003,4109351
12004,16150644
12005,17461436
12006,14184650
12007,12480752
12008,16675067
12009,8417618
12010,12123879
12011,16413100
12012,288857
12013,1839882
12014,6259349
12015,9840894
12016,7346662
12017,3029481
12018,7561633
12019,12462382
12020,12335616
12021,14424606
12022,16267852
12023,7879253
12024,8959757
12025,14424689
12026,5682287
12027,13917981
12028,7626786
12029,12208772
12030,16923421
12031,4336185
12032,4733726
12033,3816230
12034,17451780
12035,9841280
12036,12978668
12037,6556811
12038,9313066
12039,5000001
12040,8403918
12041,16010120
12042,15866693
12043,14447321
12044,8666113
12045,13249289
12046,14837881
12047,1723318
12048,8522912
12049,7298181
12050,13257697
12051,11410311
12052,9849839
12053,10623886
12054,1330180
12055,7609308
12056,12856204
12057,6314490
12058,12995674
12059,3816580
12060,7748813
12061,5647350
12062,16264171
12063,12977330
12064,6433857
12065,11692160
12066,1068279
12067,10898692
12068,9456904
12069,16888340
12070,540067
12071,13414942
12072,16793042
12073,17312991
12074,13520242
12075,6176242
12076,16657674
12077,14830987
12078,3034575
12079,877140
12080,1719893
12081,6583073
12082,17462058
12083,2127739
12084,7522451
12085,423870
12086,15277554
12087,15497196
12088,14988256
12089,7399395
12090,2914319
12091,13127559
12092,12235770
12093,10123335
12094,15628374
12095,8697034
12096,16808106
12097,12343717
12098,310977
12099,16890470
12100,14973248
12101,14513888
12102,7895435
12103,12220853
12104,16741310
12105,11386627
12106,6600339
12107,2058670
12108,8304329
12109,17394118
12110,15628999
12111,6453967
12112,5536489
12113,10602815
12114,12745552
12115,16168990
12116,14973847
12117,3963852
12118,309346
12119,556036
12120,8027165
12121,1604661
12122,8960244
12123,11697299
12124,12590817
12125,9469132
12126,9600206
12127,8044419
12128,8680525
12129,16153936
12130,2800129
12131,2260368
12132,7241121
12133,16285100
12134,13617607
12135,597787
12136,15578564
12137,3413253
12138,13270604
12139,14319233
12140,2522807
12141,9076473
12142,6596709
12143,682609
12144,17285082
12145,15755914
12146,13401927
12147,29875
12148,9207683
12149,5799836
12150,17072041
12151,15645840
12152,13941965
12153,16563423
12154,12706211
12155,8436954
12156,6864174
12157,17218884
12158,9863303
12159,12878008
12160,5684646
12161,14124685
12162,13090848
12163,9994471
12164,3309827
12165,16563709
12166,15646215
12167,4111899
12168,10665504
12169,572996
12170,14975311
12171,6193526
12172,11960808
12173,6133258
12174,1737200
12175,5931564
12176,3965511
12177,16810605
12178,11698810
12179,11174685
12180,9208977
12181,14714014
12182,16018305
12183,13272366
12184,8291739
12185,12092872
12186,8700156
12187,11306536
12188,3966520
12189,12879510
12190,12224188
12191,14976727
12192,17336043
12193,7767841
12194,464541
12195,13273118
12196,16446673
12197,16156750
12198,12355690
12199,15763639
12200,7112958
12201,9472380
12202,11962761
12203,3836534
12204,12225196
12205,16157452
12206,2001690
12207,1718102
12208,9399462
12209,16026775
12210,17394895
12211,11177214
12212,11177215
12213,14993338
12214,3444235
12215,6590040
12216,16463979
12217,1609396
12218,10653386
12219,15896278
12220,16171657
12221,13653451
12222,15896927
12223,6275818
12224,1741258
12225,4755950
12226,16290385
12227,5935772
12228,12358406
12229,9212703
12230,3183421
12231,7770958
12232,9424256
12233,16683929
12234,16553226
12235,17417103
12236,13014483
12237,15767103
12238,17340010
12239,16160399
12240,1480857
12241,16422652
12242,13539166
12243,15767462
12244,563229
12245,1612027
12246,16272239
12247,4680074
12248,4077774
12249,6068739
12250,3960577
12251,16423448
12252,2923116
12253,13671064
12254,14195432
12255,10263279
12256,16809090
12257,4627239
12258,13146948
12259,6069107
12260,1219421
12261,12491665
12262,5413837
12263,9485961
12264,17210366
12265,4627480
12266,6593590
12267,6200400
12268,16555095
12269,12491853
12270,11967662
12271,2006215
12272,17210707
12273,6593914
12274,4496766
12275,1088930
12276,15900139
12277,5795765
12278,302718
12279,10133240
12280,5676816
12281,1089318
12282,5676893
12283,1220461
12284,565135
12285,7643029
12286,565168
12287,16293842
12288,14589957
12289,1613853
12290,13148225
12291,6987818
12292,17473664
12293,17342666
12294,16163020
12295,15638847
12296,15638875
12297,14590356
12298,16163232
12299,10133971
12300,11051591
12301,1352264
12302,14197382
12303,4629161
12304,9356748
12305,13217155
12306,15901390
12307,11051784
12308,8381271
12309,14708907
12310,11371572
12311,12887188
12312,14591213
12313,12362992
12314,6626182
12315,6727025
12316,2925961
12317,7251352
12318,12363209
12319,14329403
12320,15640168
12321,14198700
12322,6334403
12323,2533368
12324,5810308
12325,7121083
12326,12101827
12327,7252233
12328,6597106
12329,10136078
12330,13019730
12331,14985834
12332,11192080
12333,13267391
12334,16558747
12335,11235783
12336,4369078
12337,13937374
12338,8694625
12339,17476525
12340,15248315
12341,11316144
12342,8694748
12343,10558633
12344,17447364
12345,7384164
12346,17083512
12347,1092739
12348,9612584
12349,6598006
12350,6204797
12351,306677
12352,4107860
12353,16035490
12354,3845849
12355,3501836
12356,11448063
12357,16512472
12358,14987055
12359,13152096
12360,15849071
12361,9553912
12362,14069730
12363,15249390
12364,16391513
12365,7254059
12366,17462364
12367,15627467
12368,7516318
12369,16282843
12370,11710683
12371,14841097
12372,15380761
12373,1340143
12374,6845886
12375,6583022
12376,13808048
12377,816554
12378,9398540
12379,15337933
12380,13546048
12381,8958596
12382,14332569
12383,16432755
12384,14055110
12385,17459499
12386,14988056
12387,12383159
12388,2517296
12389,4355940
12390,14448524
12391,11976480
12392,15515449
12393,9379804
12394,13972462
12395,10666112
12396,5554924
12397,5292812
12398,16564598
12399,15778338
12400,9487368
12401,15005015
12402,9880970
12403,2803101
12404,9356471
12405,443457
12406,9493277
12407,7527710
12408,10673696
12409,9252230
12410,5558238
12411,9118082
12412,13950872
12413,14731157
12414,13339882
12415,7502513
12416,10274822
12417,6388417
12418,13951145
12419,11979374
12420,16048631
12421,6474556
12422,7546315
12423,3990249
12424,5432146
12425,3859445
12426,15278617
12427,451654
12428,15462482
12429,8840385
12430,5950731
12431,15656150
12432,15000844
12433,14449550
12434,5950930
12435,13821292
12436,8377471
12437,7982335
12438,13166066
12439,5951052
12440,15263261
12441,5820464
12442,13553773
12443,7000364
12444,5689940
12445,10932829
12446,16327050
12447,15780025
12448,3461949
12449,14870141
12450,3462185
12451,2544697
12452,11195495
12453,15015915
12454,6759292
12455,15780039
12456,578828
12457,5035339
12458,7263930
12459,7657185
12460,17483979
12461,16177038
12462,13948830
12463,6672049
12464,9075063
12465,15522293
12466,7658040
12467,11569406
12468,7672389
12469,4004264
12470,1402628
12471,2179116
12472,4660265
12473,11103037
12474,5194974
12475,8846530
12476,13070081
12477,722189
12478,4171552
12479,8375862
12480,14002005
12481,11118470
12482,1133864
12483,6069243
12484,7710829
12485,9949198
12486,13206033
12487,15575319
12488,15611148
12489,17541528
12490,15978818
12491,13389195
12492,15397300
12493,4649418
12494,12964448
12495,1430154
12496,7852789
12497,15849139
12498,7046337
12499,14041306
12500,16634756
12501,13751293
12502,10243590
12503,10192308
12504,16928266
12505,5493962
12506,10999011
12507,13215400
12508,16625284
12509,1955096
12510,15768021
12511,6127095
12512,2872789
12513,5370525
12514,9537483
12515,765928
12516,1394692
12517,13737317
12518,12169346
12519,5484690
12520,15017639
12521,15577323
12522,7057662
12523,13742341
12524,11922502
12525,12120829
12526,16484872
12527,16888449
12528,17150692
12529,4365773
12530,4305787
12531,5606213
12532,15446965
12533,7048016
12534,4191049
12535,15840243
12536,15305692
12537,16495664
12538,12301377
12539,14257188
12540,15316120
12541,15961156
12542,16155406
12543,11121897
12544,13470834
12545,6352071
12546,8359093
12547,7703819
12548,7845297
12549,16223692
12550,14137038
12551,15699577
12552,4044485
12553,2078422
12554,6917920
12555,16758611
12556,8370038
12557,17283015
12558,10719275
12559,9680957
12560,7835716
12561,15306884
12562,6010976
12563,12966040
12564,6000786
12565,5083389
12566,12292384
12567,3510568
12568,16103771
12569,1393396
12570,13779726
12571,7443082
12572,8229521
12573,12565697
12574,11879294
12575,7705347
12576,12817227
12577,2986844
12578,4700964
12579,4690934
12580,15449019
12581,16585826
12582,3249287
12583,13089850
12584,14521501
12585,1686587
12586,13089989
12587,12555518
12588,14914833
12589,16104693
12590,16497941
12591,12172575
12592,6987666
12593,11900361
12594,17209595
12595,2463204
12596,14652928
12597,6002281
12598,16105098
12599,497373
12600,11114186
12601,14795442
12602,6805237
12603,12362723
12604,12464593
12605,17297457
12606,6412262
12607,11655209
12608,14926320
12609,7380262
12610,543789
12611,5884272
12612,17277600
12613,13826342
12614,8768013
12615,15704917
12616,10068807
12617,6408983
12618,17137106
12619,15715597
12620,16229975
12621,13487531
12622,3506033
12623,15191548
12624,3516143
12625,15853003
12626,13493884
12627,6843520
12628,15460322
12629,2359056
12630,10048821
12631,4712493
12632,3669856
12633,17426667
12634,7858553
12635,7990659
12636,16641691
12637,14020701
12638,10088676
12639,6793283
12640,16380588
12641,16376315
12642,12319451
12643,9823522
12644,1703806
12645,15728536
12646,14330517
12647,628480
12648,2774294
12649,14417543
12650,17432188
12651,1702776
12652,3406768
12653,16251775
12654,14942134
12655,10005036
12656,15516466
12657,7862493
12658,14024404
12659,391356
12660,7645560
12661,9742704
12662,16775267
12663,6551620
12664,7469083
12665,14701569
12666,3275469
12667,3653029
12668,15333092
12669,8589294
12670,10247837
12671,4827519
12672,16643652
12673,7295920
12674,5417182
12675,3536150
12676,6656704
12677,16250079
12678,390316
12679,17429640
12680,12842098
12681,14963557
12682,7993295
12683,15726509
12684,16842399
12685,5896031
12686,16317965
12687,12186461
12688,15987547
12689,16511826
12690,7467840
12691,4059957
12692,15594178
12693,13365937
12694,9695884
12695,6419983
12696,1046023
12697,16645714
12698,13890984
12699,389747
12700,6110207
12701,16274170
12702,12079851
12703,13104126
12704,15812554
12705,13890498
12706,2355323
12707,4062569
12708,4976668
12709,16904178
12710,9695816
12711,14806931
12712,11791974
12713,12185174
12714,1830454
12715,5107051
12716,589041
12717,11005344
12718,8514962
12719,2354497
12720,16904406
12721,16078762
12722,12316028
12723,15592640
12724,388237
12725,15723592
12726,6024253
12727,15723586
12728,6549374
12729,16641890
12730,15724359
12731,5069765
12732,9872400
12733,545404
12734,10218335
12735,1174215
12736,5892658
12737,1856036
12738,16317652
12739,16116975
12740,7465421
12741,649523
12742,9431346
12743,17295637
12744,14543774
12745,15141748
12746,387236
12747,16639874
12748,4319084
12749,9300438
12750,9823845
12751,4711985
12752,386463
12753,11135133
12754,3270765
12755,4057185
12756,7071140
12757,7856974
12758,9429804
12759,15983402
12760,7144473
12761,15459076
12762,14424491
12763,13258867
12764,15852170
12765,6808074
12766,4055513
12767,5104071
12768,15982992
12769,9822592
12770,13623626
12771,7464312
12772,12516242
12773,1434886
12774,16770315
12775,9588943
12776,10007608
12777,11526282
12778,16768998
12779,3934975
12780,8511428
12781,15851377
12782,4579048
12783,5496392
12784,16375431
12785,10739276
12786,14416486
12787,10083909
12788,8379365
12789,9951982
12790,9020539
12791,8510173
12792,907964
12793,5495146
12794,6543716
12795,252016
12796,13622773
12797,1826258
12798,384436
12799,692371
12800,5001080
12801,9872588
12802,12049574
12803,8996903
12804,16506017
12805,16505895
12806,4316169
12807,9559025
12808,9819940
12809,16504555
12810,7985742
12811,12180082
12812,10797502
12813,5102102
12814,13673544
12815,383388
12816,4935186
12817,16241710
12818,12705066
12819,14132223
12820,16731567
12821,8640003
12822,9819644
12823,11523459
12824,1977908
12825,9425208
12826,10735914
12827,4707725
12828,8246713
12829,15979356
12830,7852869
12831,2256042
12832,10604357
12833,16884354
12834,15716114
12835,1953174
12836,14798090
12837,6540543
12838,15978531
12839,4837348
12840,8900247
12841,16371318
12842,15065859
12843,1614336
12844,8692052
12845,14927812
12846,15320896
12847,16239261
12848,16631478
12849,7587339
12850,11388375
12851,15320509
12852,15452212
12853,7324645
12854,17155054
12855,7324617
12856,10208193
12857,17167853
12858,13353845
12859,6013807
12860,12829521
12861,7324508
12862,16075725
12863,13628875
12864,14008998
12865,14533253
12866,6537843
12867,12960352
12868,14533162
12869,7600130
12870,4964819
12871,7324941
12872,1046055
12873,771277
12874,902273
12875,1701333
12876,4964807
12877,15319268
12878,17023146
12879,14532620
12880,14531807
12881,13614242
12882,6668145
12883,4702010
12884,2472818
12885,11739971
12886,15579757
12887,8145315
12888,2341175
12889,15710549
12890,16497592
12891,9783652
12892,17545300
12893,8894393
12894,82272
12895,1088990
12896,17152155
12897,766496
12898,9154902
12899,10729284
12900,12693787
12901,10023603
12902,7057206
12903,5866612
12904,11122311
12905,3621915
12906,17182456
12907,10202643
12908,15052297
12909,14265765
12910,16887171
12911,13479282
12912,12863377
12913,12429479
12914,8367083
12915,17363435
12916,12299029
12917,12561158
12918,10858136
12919,5746257
12920,9823453
12921,17410595
12922,15968673
12923,502093
12924,10070333
12925,14003399
12926,896177
12927,16362552
12928,37384
12929,14526393
12930,7685916
12931,5357723
12932,15768533
12933,11642580
12934,8309305
12935,9938396
12936,8365465
12937,12035395
12938,3777325
12939,16229105
12940,3252942
12941,15442584
12942,8626776
12943,1548874
12944,9234523
12945,13977000
12946,2466255
12947,13345094
12948,16883975
12949,8233987
12950,4782010
12951,17146787
12952,12558401
12953,13344741
12954,6445574
12955,499555
12956,7357731
12957,9019036
12958,12557901
12959,3251752
12960,14785108
12961,978971
12962,7794713
12963,8757349
12964,14195273
12965,16751632
12966,9542660
12967,7243140
12968,5217257
12969,11420835
12970,8493989
12971,13343635
12972,17276696
12973,4430463
12974,13474527
12975,6003380
12976,5741196
12977,13343385
12978,4168322
12979,13957476
12980,8756437
12981,4299323
12982,628937
12983,7444608
12984,4299637
12985,11245057
12986,15832414
12987,7313950
12988,4954592
12989,12862532
12990,9935201
12991,15750678
12992,16772835
12993,16881957
12994,13996679
12995,8361777
12996,9801688
12997,10196949
12998,6396239
12999,9367201
13000,14260111
13001,9146055
13002,14893664
13003,6655561
13004,232983
13005,15963321
13006,11899374
13007,11899055
13008,13471858
13009,16488307
13010,16968928
13011,16485688
13012,16247997
13013,7177651
13014,16745800
13015,16352554
13016,13731061
13017,16937631
13018,17269255
13019,16089518
13020,755623
13021,17008339
13022,3638986
13023,16750196
13024,16615078
13025,9672294
13026,5998045
13027,6129122
13028,8749461
13029,12681476
13030,14123217
13031,16746336
13032,11634511
13033,278837
13034,2852608
13035,1960920
13036,6653689
13037,15565952
13038,7508461
13039,10847275
13040,12512092
13041,17269670
13042,15434616
13043,16614238
13044,13861712
13045,9143095
13046,16745161
13047,14909457
13048,10190868
13049,15433365
13050,15040045
13051,10976789
13052,11501038
13053,7833204
13054,1261629
13055,8880490
13056,17006931
13057,13860268
13058,17049580
13059,15039442
13060,13990828
13061,17295856
13062,17005465
13063,17006561
13064,11922084
13065,11632576
13066,9011095
13067,6651792
13068,12708165
13069,6518610
13070,16421844
13071,17252249
13072,6192141
13073,1146160
13074,17005850
13075,2307713
13076,16552859
13077,2192728
13078,16487303
13079,1668374
13080,14120171
13081,13333730
13082,10242363
13083,4516304
13084,4946698
13085,6650555
13086,16480907
13087,6388295
13088,15694063
13089,10975447
13090,6387910
13091,14645391
13092,16610034
13093,14755235
13094,13726253
13095,13115070
13096,1930951
13097,12154373
13098,9269515
13099,14905522
13100,6779062
13101,5599319
13102,14644267
13103,6648807
13104,13988864
13105,7435190
13106,7172942
13107,14906157
13108,3633220
13109,14774270
13110,12677091
13111,16609242
13112,7172051
13113,13070278
13114,16466103
13115,15953754
13116,13856594
13117,5336867
13118,5336881
13119,12939038
13120,13070078
13121,13728285
13122,13597055
13123,7436642
13124,17267001
13125,1479727
13126,17004830
13127,14906465
13128,6779331
13129,14521076
13130,8482551
13131,7222044
13132,15953636
13133,16477489
13134,7695566
13135,16477369
13136,7202674
13137,8613008
13138,15301037
13139,13855750
13140,15297253
13141,6934923
13142,15428271
13143,92731
13144,14510607
13145,5597649
13146,2321876
13147,17526120
13148,8087824
13149,10053899
13150,13199542
13151,14520690
13152,9267367
13153,12282799
13154,14379950
13155,16304580
13156,14520794
13157,17525502
13158,2976476
13159,9005180
13160,17393584
13161,13947707
13162,16344958
13163,5728087
13164,17133228
13165,11549978
13166,17000155
13167,6907593
13168,3892918
13169,1926758
13170,12467129
13171,9922000
13172,11926919
13173,4940429
13174,16474756
13175,7299607
13176,6906382
13177,16081401
13178,8610183
13179,8872176
13180,10313856
13181,1400886
13182,16474159
13183,9266357
13184,7879510
13185,9583437
13186,12149626
13187,13460237
13188,16868742
13189,9867484
13190,13853940
13191,17522297
13192,14279332
13193,14114396
13194,16473659
13195,4389326
13196,17523010
13197,11231515
13198,16866651
13199,16211249
13200,5987618
13201,4209199
13202,12147961
13203,9657565
13204,7822531
13205,16735393
13206,7688891
13207,13720661
13208,16342919
13209,12423140
13210,9539544
13211,7297913
13212,16865999
13213,13064898
13214,757645
13215,16210416
13216,3103160
13217,15948127
13218,10049821
13219,743739
13220,17128509
13221,9919500
13222,932342
13223,3627042
13224,10893649
13225,5461908
13226,16865884
13227,13851199
13228,12671583
13229,6511152
13230,219665
13231,11491861
13232,16617035
13233,16485961
13234,3757469
13235,9000299
13236,16733532
13237,11359529
13238,1266880
13239,10915364
13240,8607891
13241,7090919
13242,9524428
13243,15815433
13244,13511079
13245,8752591
13246,1397382
13247,13427483
13248,479906
13249,17430612
13250,16732807
13251,2839125
13252,15815211
13253,15947584
13254,5199536
13255,14767755
13256,5985887
13257,6772305
13258,1980680
13259,12144946
13260,9130285
13261,17518870
13262,9523422
13263,5984456
13264,741506
13265,6567962
13266,12406898
13267,10966079
13268,12538928
13269,6509444
13270,7558001
13271,12931951
13272,16791697
13273,9130035
13274,7032575
13275,10571604
13276,12406407
13277,6508110
13278,16995449
13279,16994672
13280,15420570
13281,10833014
13282,3755134
13283,7556175
13284,10964012
13285,4934683
13286,8168848
13287,8948910
13288,79704
13289,473073
13290,8211234
13291,16332579
13292,13322920
13293,5982868
13294,15813262
13295,10046063
13296,608885
13297,17254972
13298,15813177
13299,11881913
13300,17504800
13301,12406104
13302,10570277
13303,653127
13304,16206347
13305,17516976
13306,3492255
13307,8341883
13308,84223
13309,12142890
13310,13322476
13311,14108446
13312,16860841
13313,7685704
13314,4277774
13315,11749901
13316,14239136
13317,16336216
13318,3097870
13319,16336147
13320,6895142
13321,7554215
13322,16991393
13323,346181
13324,6065117
13325,3400029
13326,6768691
13327,6768632
13328,16376142
13329,5584400
13330,1000127
13331,17337098
13332,15024673
13333,2966011
13334,9912803
13335,6111695
13336,14942553
13337,476659
13338,7161319
13339,9822399
13340,9912478
13341,17383572
13342,6897690
13343,13713431
13344,6112148
13345,8810359
13346,13845330
13347,7505366
13348,7121287
13349,9125834
13350,15941422
13351,15023906
13352,11878070
13353,11615930
13354,15023737
13355,13844050
13356,12533320
13357,16812893
13358,10961954
13359,737695
13360,13844841
13361,13189460
13362,4033244
13363,11176661
13364,2048246
13365,17121539
13366,450481
13367,7290096
13368,2964617
13369,13843622
13370,8862825
13371,7291998
13372,10174366
13373,9695827
13374,15023944
13375,8773601
13376,13358503
13377,6896481
13378,13450066
13379,4537130
13380,7945027
13381,14236482
13382,15940398
13383,9124638
13384,13974202
13385,9256329
13386,1653277
13387,13623040
13388,15284728
13389,9910736
13390,15153602
13391,10237001
13392,15022500
13393,10566031
13394,13711723
13395,15939936
13396,15677752
13397,12794896
13398,15154135
13399,7814037
13400,14498080
13401,8206588
13402,7287040
13403,9647940
13404,8206143
13405,10303258
13406,3881570
13407,13448522
13408,17118504
13409,5584120
13410,13710583
13411,5584058
13412,6872783
13413,13164245
13414,9517151
13415,1783882
13416,340805
13417,16440799
13418,2044635
13419,16746607
13420,7026306
13421,13448783
13422,2963008
13423,8284260
13424,8336008
13425,15938182
13426,14234387
13427,3879372
13428,15937942
13429,3223892
13430,16462867
13431,340933
13432,16855056
13433,16112955
13434,995105
13435,5823781
13436,16091238
13437,2961981
13438,6631147
13439,16094563
13440,8465990
13441,16985671
13442,16068152
13443,384251
13444,11896745
13445,10694086
13446,471259
13447,16068816
13448,17117375
13449,15527196
13450,14495872
13451,16657603
13452,13840429
13453,16723991
13454,601392
13455,13709842
13456,14627332
13457,13970399
13458,16985070
13459,15674241
13460,3092111
13461,10870035
13462,17510011
13463,7547731
13464,15018694
13465,9382387
13466,16984569
13467,11742426
13468,14363821
13469,15370093
13470,16329864
13471,13445580
13472,13707153
13473,14100282
13474,1124117
13475,7153376
13476,7940930
13477,14243980
13478,16722676
13479,15435381
13480,4400644
13481,14886307
13482,14363033
13483,13838539
13484,15673508
13485,15653911
13486,3745921
13487,6891570
13488,8857639
13489,11871483
13490,468221
13491,12526617
13492,14754814
13493,8857917
13494,9775420
13495,13445385
13496,3483914
13497,16197904
13498,7284955
13499,15411443
13500,17245139
13501,14754766
13502,12919652
13503,13706061
13504,14754531
13505,14755173
13506,12395816
13507,16851529
13508,13311518
13509,9379373
13510,5316058
13511,728581
13512,15670633
13513,16981344
13514,9772339
13515,7021479
13516,3875706
13517,14490854
13518,11475859
13519,13835104
13520,1907488
13521,17242920
13522,13791404
13523,16876677
13524,14490373
13525,5315340
13526,6905108
13527,7993846
13528,15369327
13529,17506792
13530,7021013
13531,5317055
13532,9773500
13533,17244600
13534,8855991
13535,13705646
13536,9249173
13537,15540614
13538,14098820
13539,1253756
13540,16195883
13541,4934366
13542,466978
13543,17117188
13544,7806933
13545,11607978
13546,7002758
13547,14622450
13548,14662562
13549,13573704
13550,13310550
13551,17504784
13552,6625717
13553,15407530
13554,203163
13555,16062817
13556,6232378
13557,13572420
13558,17375071
13559,16850752
13560,16850142
13561,7019735
13562,4005042
13563,1645693
13564,597030
13565,16718872
13566,15277006
13567,8199010
13568,1513798
13569,14489894
13570,8203992
13571,13572247
13572,16330690
13573,3741769
13574,5576674
13575,16848844
13576,16221166
13577,5211045
13578,4265363
13579,7208217
13580,4266170
13581,7155395
13582,7410964
13583,11998198
13584,9114518
13585,14750579
13586,987944
13587,13571897
13588,13178631
13589,16979694
13590,6231701
13591,7804528
13592,7673457
13593,9558147
13594,4788969
13595,14495165
13596,230153
13597,4773989
13598,11735563
13599,16192003
13600,14750209
13601,4772751
13602,7410076
13603,12130132
13604,15930519
13605,16979094
13606,7766889
13607,17240187
13608,725018
13609,7671832
13610,5312523
13611,13570026
13612,9355511
13613,3478181
13614,7016304
13615,15929088
13616,14225142
13617,6098605
13618,14618273
13619,13370829
13620,2691367
13621,2429192
13622,7906472
13623,8458494
13624,4395229
13625,8850950
13626,1117696
13627,1904019
13628,8946230
13629,7015693
13630,9899274
13631,16190629
13632,6098794
13633,10030936
13634,6229132
13635,7015486
13636,330783
13637,8719364
13638,14548843
13639,7338661
13640,16733283
13641,391728
13642,784917
13643,8124944
13644,15989268
13645,15728024
13646,7732568
13647,7601490
13648,16121135
13649,13358704
13650,7538333
13651,2295335
13652,15140339
13653,8455664
13654,1116894
13655,7220272
13656,11077787
13657,198771
13658,11733090
13659,15926239
13660,3998587
13661,16450347
13662,15403702
13663,15565256
13664,7539373
13665,6621750
13666,5442063
13667,7307686
13668,4000221
13669,14879193
13670,2689461
13671,13664559
13672,15402746
13673,4392688
13674,5285347
13675,10420857
13676,10027526
13677,15401443
13678,7537897
13679,12125405
13680,12911724
13681,7668866
13682,11076707
13683,15193488
13684,12386580
13685,16449767
13686,7667903
13687,1780410
13688,15925336
13689,16919655
13690,5573188
13691,15106287
13692,15139517
13693,15269870
13694,1113888
13695,15531790
13696,5428517
13697,14352116
13698,3342049
13699,16198259
13700,1996754
13701,15270227
13702,4229631
13703,15269408
13704,17104335
13705,13303183
13706,8191358
13707,14482715
13708,10452866
13709,3735503
13710,15400854
13711,8421358
13712,14352271
13713,16186617
13714,12965073
13715,16186483
13716,13827132
13717,17235009
13718,15793692
13719,10681236
13720,8544358
13721,11729610
13722,9108121
13723,14481981
13724,15040264
13725,17365542
13726,14450435
13727,15793373
13728,8191176
13729,11467184
13730,11860278
13731,15840967
13732,15005938
13733,6355101
13734,7796837
13735,14350394
13736,17103678
13737,17234695
13738,14220037
13739,1931257
13740,8661322
13741,2029493
13742,12908454
13743,6485860
13744,9369317
13745,14350762
13746,10454963
13747,8779177
13748,14038424
13749,14743924
13750,17102529
13751,325198
13752,8058434
13753,3339724
13754,4650411
13755,3733480
13756,7618200
13757,12637072
13758,7795782
13759,4117341
13760,17494963
13761,15922088
13762,11596699
13763,17364626
13764,8661272
13765,13139271
13766,14253481
13767,6616109
13768,15039897
13769,16052585
13770,13693284
13771,3600726
13772,16184659
13773,14078853
13774,3208295
13775,13722379
13776,11727162
13777,6760485
13778,4124738
13779,3338269
13780,1765390
13781,9320297
13782,14231543
13783,8188709
13784,455277
13785,17289879
13786,14631913
13787,7008100
13788,12250945
13789,11333406
13790,13954805
13791,12381919
13792,10290133
13793,7590516
13794,13823639
13795,6090373
13796,12921247
13797,14033985
13798,5435570
13799,6221402
13800,17493496
13801,15789523
13802,13692195
13803,11988845
13804,14216458
13805,8529778
13806,15526955
13807,16328525
13808,16051798
13809,16707149
13810,17362501
13811,8580641
13812,11856809
13813,16051096
13814,16569727
13815,5565178
13816,16968463
13817,11725577
13818,6221038
13819,12643548
13820,3729641
13821,7290733
13822,15871380
13823,7661661
13824,16905767
13825,3658078
13826,12904488
13827,3730268
13828,6351674
13829,16836580
13830,8316810
13831,1632128
13832,14477141
13833,14739799
13834,16574796
13835,13166296
13836,8158130
13837,13182552
13838,8316394
13839,7529935
13840,2286988
13841,17000087
13842,9364631
13843,2286642
13844,17006195
13845,6743016
13846,16049751
13847,15655562
13848,4487938
13849,1369315
13850,12264993
13851,13737095
13852,5558320
13853,15392907
13854,12771414
13855,7659427
13856,3989269
13857,5430962
13858,14868152
13859,1647898
13860,9250073
13861,7458874
13862,10017814
13863,11852796
13864,12351993
13865,16834535
13866,15997830
13867,7395974
13868,6609496
13869,2415119
13870,17095079
13871,4906532
13872,10542626
13873,9625082
13874,6439555
13875,8576312
13876,9752461
13877,407786
13878,948776
13879,3155142
13880,9643201
13881,7021762
13882,13269522
13883,16571499
13884,16639430
13885,2712209
13886,10016713
13887,6347480
13888,9099968
13889,17487462
13890,6346269
13891,9491943
13892,14754721
13893,8836532
13894,14754871
13895,1366241
13896,5167253
13897,5821767
13898,9229632
13899,7787338
13900,447166
13901,12638018
13902,15783696
13903,8967917
13904,15389353
13905,14099224
13906,473145
13907,15389853
13908,15783023
13909,12637284
13910,4248669
13911,4117553
13912,15651862
13913,2020288
13914,9228274
13915,11456478
13916,14864176
13917,15519531
13918,10931913
13919,5951136
13920,12994936
13921,2215182
13922,8207056
13923,15521026
13924,8443106
13925,4771256
13926,17486458
13927,13213189
13928,17355123
13929,5558550
13930,8528599
13931,13422840
13932,7786019
13933,5951022
13934,7654335
13935,14863248
13936,183128
13937,11586406
13938,17093119
13939,7786371
13940,12111729
13941,15671716
13942,17014620
13943,7784718
13944,7129323
13945,7261738
13946,13946325
13947,9489788
13948,16542890
13949,11717786
13950,16632844
13951,6473735
13952,9095153
13953,8177640
13954,6473651
13955,6473547
13956,10013407
13957,13871765
